"partID","att","col","freq","electrode","x","y","amplitude"
"301","att","col","15","E93",48.4277069849025,-19.0176228846936,4.03818173929099
"301","att","col","15","E94",70.8544927411257,-119.808404222733,14.6644304478671
"301","att","col","15","E95",82.7166311762146,-89.8591836311575,-44.6279765883783
"301","att","col","15","E96",72.0824426385969,-68.7392048197634,-3.18981669879232
"301","att","col","15","E97",64.3973497966683,-45.8325114211031,-1.78161521020865
"301","att","col","15","E98",61.3490707363697,-27.4299165836118,19.9248827495847
"301","att","col","15","E99",111.844618176326,-90.215004411638,-32.1395612450133
"301","att","col","15","E100",107.771903337525,-61.2478444600876,7.30998562666678
"301","att","col","15","E101",87.6147402607277,-51.9804690729627,-30.4989019649661
"301","att","col","15","E102",77.0757795587277,-24.2279722926707,42.2508004067817
"301","att","col","15","E103",62.3658981365752,-7.23363018257962,-6.83626522295545
"301","att","col","15","E104",45.139000940819,2.34746545549408,27.7363508702082
"301","att","col","15","E105",28.5960902390953,7.43167134886356,123.012883314423
"301","att","col","15","E106",9.06629877496366,11.5485593631021,7.21967349321324
"301","att","col","15","E107",134.514184844694,-53.5568924748948,-26.9664293993375
"301","att","col","15","E108",102.023724252225,-26.0624191069444,-24.6896382554273
"301","att","col","15","E109",82.0312253490634,0.356499272328901,-49.6211773461472
"301","att","col","15","E110",58.7070104036568,13.6367088941921,29.8235154911988
"301","att","col","15","E111",39.6304283909149,22.4510456227002,57.4109841781468
"301","att","col","15","E112",18.7176485153145,25.0067456910559,-11.2371255182287
"301","att","col","15","E113",148.427539841507,9.81951733019121,-37.0009660618937
"301","att","col","15","E114",127.856243406767,23.8953117140088,-7.67162066679507
"301","att","col","15","E115",106.979294016482,12.6447944916077,30.0378999381767
"301","att","col","15","E116",73.2735964589411,31.8739532843394,84.1898521665092
"301","att","col","15","E117",50.0298983002845,37.5034658673461,13.2254871732512
"301","att","col","15","E118",31.3121246459833,41.9182840077502,-13.5536754193252
"301","att","col","15","E119",147.073602828489,55.1905344696692,-4.72540401072645
"301","att","col","15","E120",132.385776483018,49.089223063604,24.346869221751
"301","att","col","15","E121",111.066561880691,61.2336542760814,46.8695052334471
"301","att","col","15","E122",86.5427774390136,55.8179182444255,75.2287023517408
"301","att","col","15","E123",56.2717346283799,54.0022587112168,5.27058216976105
"301","att","col","15","E124",39.5281102525102,53.3724044414846,42.2962012647817
"301","att","col","15","E125",107.29091960617,79.3302648808283,-27.0108912285948
"301","att","col","15","E126",71.1683422201787,126.406610434864,-0.941595859057722
"301","att","col","15","E127",-71.1683422201787,126.406610434864,-27.8225042022236
"301","att","col","15","E128",-107.29091960617,79.3302648808283,-23.8719284395059
"301","att","col","15","Cz",0,0,15.4615406914187
"301","att","col","857","E1",86.719831310897,82.7208230943671,39.5473541013357
"301","att","col","857","E2",60.5117564493148,76.717478004812,-24.8363202120902
"301","att","col","857","E3",35.2634825458284,69.6677676887961,-32.8202000846464
"301","att","col","857","E4",23.6192388587642,58.8318312797812,-20.1178394318738
"301","att","col","857","E5",11.4069836172611,43.8485528695707,70.16798944926
"301","att","col","857","E6",0,28.614,7.21961266655167
"301","att","col","857","E7",-9.06629877496366,11.5485593631021,163.585091095448
"301","att","col","857","E8",51.097415472918,96.8083637295249,70.1770289413343
"301","att","col","857","E9",26.8737792539972,88.585411736964,-17.7108047211172
"301","att","col","857","E10",16.0697667431522,76.4350039760624,-17.1770113018626
"301","att","col","857","E11",0,64.048,68.8508904509191
"301","att","col","857","E12",-11.4069836172611,43.8485528695707,30.4464870661519
"301","att","col","857","E13",-18.7176485153145,25.0067456910559,38.920319479512
"301","att","col","857","E14",14.1187002915317,105.342066422099,67.8117388144401
"301","att","col","857","E15",0,90.726,55.2844524438882
"301","att","col","857","E16",0,79.014,192.84924167042
"301","att","col","857","E17",0,114.908,151.225584092175
"301","att","col","857","E18",-16.0697667431522,76.4350039760624,31.4278975216835
"301","att","col","857","E19",-23.6192388587642,58.8318312797812,26.1082024498218
"301","att","col","857","E20",-31.3121246459833,41.9182840077502,41.9089591159341
"301","att","col","857","E21",-14.1187002915317,105.342066422099,120.011037028875
"301","att","col","857","E22",-26.8737792539972,88.585411736964,-35.3805647662329
"301","att","col","857","E23",-35.2634825458284,69.6677676887961,4.42460048604495
"301","att","col","857","E24",-39.5281102525102,53.3724044414846,31.5158425703027
"301","att","col","857","E25",-51.097415472918,96.8083637295249,-49.2456449852853
"301","att","col","857","E26",-60.5117564493148,76.717478004812,-10.8650315570383
"301","att","col","857","E27",-56.2717346283799,54.0022587112168,44.7920031601441
"301","att","col","857","E28",-50.0298983002845,37.5034658673461,-9.79914641446268
"301","att","col","857","E29",-39.6304283909149,22.4510456227002,-24.8802589709776
"301","att","col","857","E30",-28.5960902390953,7.43167134886356,20.3036737475398
"301","att","col","857","E31",-14.2590609871468,-4.99065843399723,298.696137065979
"301","att","col","857","E32",-86.719831310897,82.7208230943671,-0.690012190528292
"301","att","col","857","E33",-86.5427774390136,55.8179182444255,-33.9224687453139
"301","att","col","857","E34",-73.2735964589411,31.8739532843394,-20.5314405263252
"301","att","col","857","E35",-58.7070104036568,13.6367088941921,-32.0106280140352
"301","att","col","857","E36",-45.139000940819,2.34746545549408,-2.28189622369593
"301","att","col","857","E37",-29.3939238752213,-11.4188613800894,13.4908879364549
"301","att","col","857","E38",-111.066561880691,61.2336542760814,-22.9003446982746
"301","att","col","857","E39",-106.979294016482,12.6447944916077,64.7909269869217
"301","att","col","857","E40",-82.0312253490634,0.356499272328901,-28.6455984590464
"301","att","col","857","E41",-62.3658981365752,-7.23363018257962,26.0660972418459
"301","att","col","857","E42",-48.4277069849025,-19.0176228846936,-1.33676532853964
"301","att","col","857","E43",-132.385776483018,49.089223063604,18.972205732467
"301","att","col","857","E44",-127.856243406767,23.8953117140088,22.7073807595365
"301","att","col","857","E45",-102.023724252225,-26.0624191069444,-21.9916812446282
"301","att","col","857","E46",-77.0757795587277,-24.2279722926707,-35.7577721285338
"301","att","col","857","E47",-61.3490707363697,-27.4299165836118,-16.163695167754
"301","att","col","857","E48",-147.073602828489,55.1905344696692,52.2343353769497
"301","att","col","857","E49",-148.427539841507,9.81951733019121,45.5238603944728
"301","att","col","857","E50",-87.6147402607277,-51.9804690729627,-31.9873005477944
"301","att","col","857","E51",-64.3973497966683,-45.8325114211031,-53.1563931380677
"301","att","col","857","E52",-49.3286473753904,-38.0293353099208,83.2630716361328
"301","att","col","857","E53",-31.8703858461666,-30.6802729781934,33.7026101178365
"301","att","col","857","E54",-16.3380561246601,-24.5721384105547,80.7940208030707
"301","att","col","857","E55",1.86009153028893e-15,-15.1888,251.972127358326
"301","att","col","857","E56",-134.514184844694,-53.5568924748948,-36.6099088725096
"301","att","col","857","E57",-107.771903337525,-61.2478444600876,-1.60829626756567
"301","att","col","857","E58",-72.0824426385969,-68.7392048197634,-31.7277132186028
"301","att","col","857","E59",-49.0164711950736,-60.6384229311954,14.2357095459849
"301","att","col","857","E60",-33.5739711579434,-49.4397118183913,60.6508025574034
"301","att","col","857","E61",-17.5616376782163,-41.0535015078989,48.2577181174282
"301","att","col","857","E62",6.24863782796946e-15,-51.024,-0.994003426677216
"301","att","col","857","E63",-111.844618176326,-90.215004411638,0.168584732211705
"301","att","col","857","E64",-82.7166311762146,-89.8591836311575,-38.1879108582327
"301","att","col","857","E65",-53.2724548220446,-83.4923179534095,-45.520822721647
"301","att","col","857","E66",-32.9982073155436,-70.0930032026051,53.372997419359
"301","att","col","857","E67",-14.9843695227892,-59.7435310808167,-31.7138722787558
"301","att","col","857","E68",-70.8544927411257,-119.808404222733,72.1536360409247
"301","att","col","857","E69",-50.7971288111611,-109.433046236237,-55.5853883258536
"301","att","col","857","E70",-29.8089612459443,-93.6860097636664,-18.0360442881692
"301","att","col","857","E71",-12.5941162529112,-75.6650426009803,-12.0638377122686
"301","att","col","857","E72",8.04078595384169e-15,-65.658,24.9374576901469
"301","att","col","857","E73",-34.2137515878335,-132.964697639208,89.2748306377152
"301","att","col","857","E74",-15.7052501655887,-118.019611578908,2.31813746809825
"301","att","col","857","E75",1.18239648457677e-14,-96.55,-38.3175912572455
"301","att","col","857","E76",12.5941162529112,-75.6650426009803,4.71978060594183
"301","att","col","857","E77",14.9843695227892,-59.7435310808167,64.5727544173773
"301","att","col","857","E78",17.5616376782163,-41.0535015078989,54.9962503515048
"301","att","col","857","E79",16.3380561246601,-24.5721384105547,-20.9786049857055
"301","att","col","857","E80",14.2590609871468,-4.99065843399723,213.726723354764
"301","att","col","857","E81",1.66253150865048e-14,-135.756,72.6279521399175
"301","att","col","857","E82",15.7052501655887,-118.019611578908,29.087265621258
"301","att","col","857","E83",29.8089612459443,-93.6860097636664,-57.1159782723201
"301","att","col","857","E84",32.9982073155436,-70.0930032026051,103.051302886254
"301","att","col","857","E85",33.5739711579434,-49.4397118183913,38.3993485068458
"301","att","col","857","E86",31.8703858461666,-30.6802729781934,53.1027613570212
"301","att","col","857","E87",29.3939238752213,-11.4188613800894,71.4958300106914
"301","att","col","857","E88",34.2137515878335,-132.964697639208,37.244596643503
"301","att","col","857","E89",50.7971288111611,-109.433046236237,4.46649543391515
"301","att","col","857","E90",53.2724548220446,-83.4923179534095,-36.1490327920247
"301","att","col","857","E91",49.0164711950736,-60.6384229311954,16.5432132269041
"301","att","col","857","E92",49.3286473753904,-38.0293353099208,59.2378683009092
"301","att","col","857","E93",48.4277069849025,-19.0176228846936,16.7957360101974
"301","att","col","857","E94",70.8544927411257,-119.808404222733,80.4624804578461
"301","att","col","857","E95",82.7166311762146,-89.8591836311575,36.8009404517369
"301","att","col","857","E96",72.0824426385969,-68.7392048197634,82.6014647438572
"301","att","col","857","E97",64.3973497966683,-45.8325114211031,33.5250587272291
"301","att","col","857","E98",61.3490707363697,-27.4299165836118,-13.8731141762908
"301","att","col","857","E99",111.844618176326,-90.215004411638,35.2615037950677
"301","att","col","857","E100",107.771903337525,-61.2478444600876,71.9331905645412
"301","att","col","857","E101",87.6147402607277,-51.9804690729627,79.7894682872493
"301","att","col","857","E102",77.0757795587277,-24.2279722926707,105.340090386567
"301","att","col","857","E103",62.3658981365752,-7.23363018257962,50.0663234636499
"301","att","col","857","E104",45.139000940819,2.34746545549408,30.0326535133072
"301","att","col","857","E105",28.5960902390953,7.43167134886356,162.585431703079
"301","att","col","857","E106",9.06629877496366,11.5485593631021,21.9925248428678
"301","att","col","857","E107",134.514184844694,-53.5568924748948,30.9816421754712
"301","att","col","857","E108",102.023724252225,-26.0624191069444,93.3741256016532
"301","att","col","857","E109",82.0312253490634,0.356499272328901,-23.3317936246739
"301","att","col","857","E110",58.7070104036568,13.6367088941921,41.9502400740798
"301","att","col","857","E111",39.6304283909149,22.4510456227002,1.91371306802768
"301","att","col","857","E112",18.7176485153145,25.0067456910559,13.1929753370679
"301","att","col","857","E113",148.427539841507,9.81951733019121,-31.4710767040991
"301","att","col","857","E114",127.856243406767,23.8953117140088,121.04807511356
"301","att","col","857","E115",106.979294016482,12.6447944916077,4.65151707285885
"301","att","col","857","E116",73.2735964589411,31.8739532843394,-19.5392140204188
"301","att","col","857","E117",50.0298983002845,37.5034658673461,-24.3883193420181
"301","att","col","857","E118",31.3121246459833,41.9182840077502,159.79116558557
"301","att","col","857","E119",147.073602828489,55.1905344696692,3.98212678401899
"301","att","col","857","E120",132.385776483018,49.089223063604,50.3993868750264
"301","att","col","857","E121",111.066561880691,61.2336542760814,218.054992805417
"301","att","col","857","E122",86.5427774390136,55.8179182444255,18.1192593684108
"301","att","col","857","E123",56.2717346283799,54.0022587112168,43.7543048730885
"301","att","col","857","E124",39.5281102525102,53.3724044414846,-1.02978118080584
"301","att","col","857","E125",107.29091960617,79.3302648808283,126.984665096442
"301","att","col","857","E126",71.1683422201787,126.406610434864,149.08367394761
"301","att","col","857","E127",-71.1683422201787,126.406610434864,6.52452370993157
"301","att","col","857","E128",-107.29091960617,79.3302648808283,-6.37769707647624
"301","att","col","857","Cz",0,0,91.2074868418046
"301","att","gray","15","E1",86.719831310897,82.7208230943671,0.581404755783469
"301","att","gray","15","E2",60.5117564493148,76.717478004812,1.96034615048266
"301","att","gray","15","E3",35.2634825458284,69.6677676887961,4.14207712049143
"301","att","gray","15","E4",23.6192388587642,58.8318312797812,-10.2732043445484
"301","att","gray","15","E5",11.4069836172611,43.8485528695707,-43.6281784873831
"301","att","gray","15","E6",0,28.614,-40.899082421788
"301","att","gray","15","E7",-9.06629877496366,11.5485593631021,-48.2868110502842
"301","att","gray","15","E8",51.097415472918,96.8083637295249,-5.12803569590326
"301","att","gray","15","E9",26.8737792539972,88.585411736964,17.6390974143953
"301","att","gray","15","E10",16.0697667431522,76.4350039760624,-14.6596684991518
"301","att","gray","15","E11",0,64.048,-40.6550683135049
"301","att","gray","15","E12",-11.4069836172611,43.8485528695707,-53.6413717647065
"301","att","gray","15","E13",-18.7176485153145,25.0067456910559,-29.3039932125239
"301","att","gray","15","E14",14.1187002915317,105.342066422099,-7.49696195551933
"301","att","gray","15","E15",0,90.726,67.6261093144624
"301","att","gray","15","E16",0,79.014,61.6793299995558
"301","att","gray","15","E17",0,114.908,51.698996777313
"301","att","gray","15","E18",-16.0697667431522,76.4350039760624,80.3559396522548
"301","att","gray","15","E19",-23.6192388587642,58.8318312797812,48.6217724996529
"301","att","gray","15","E20",-31.3121246459833,41.9182840077502,-20.6107642383418
"301","att","gray","15","E21",-14.1187002915317,105.342066422099,105.907802564647
"301","att","gray","15","E22",-26.8737792539972,88.585411736964,73.4445227146577
"301","att","gray","15","E23",-35.2634825458284,69.6677676887961,60.1131192266083
"301","att","gray","15","E24",-39.5281102525102,53.3724044414846,23.3017674810821
"301","att","gray","15","E25",-51.097415472918,96.8083637295249,12.8791636893775
"301","att","gray","15","E26",-60.5117564493148,76.717478004812,214.57448257077
"301","att","gray","15","E27",-56.2717346283799,54.0022587112168,18.0429910827925
"301","att","gray","15","E28",-50.0298983002845,37.5034658673461,-35.7980307177757
"301","att","gray","15","E29",-39.6304283909149,22.4510456227002,-36.7123115344172
"301","att","gray","15","E30",-28.5960902390953,7.43167134886356,36.1344962273988
"301","att","gray","15","E31",-14.2590609871468,-4.99065843399723,-28.1459775542827
"301","att","gray","15","E32",-86.719831310897,82.7208230943671,106.365225667202
"301","att","gray","15","E33",-86.5427774390136,55.8179182444255,43.1847876303587
"301","att","gray","15","E34",-73.2735964589411,31.8739532843394,141.170819523828
"301","att","gray","15","E35",-58.7070104036568,13.6367088941921,-25.0262474135656
"301","att","gray","15","E36",-45.139000940819,2.34746545549408,21.2087854982528
"301","att","gray","15","E37",-29.3939238752213,-11.4188613800894,-37.7839294200813
"301","att","gray","15","E38",-111.066561880691,61.2336542760814,51.6031582711919
"301","att","gray","15","E39",-106.979294016482,12.6447944916077,0.671279278865497
"301","att","gray","15","E40",-82.0312253490634,0.356499272328901,-3.98842232948375
"301","att","gray","15","E41",-62.3658981365752,-7.23363018257962,-3.09088199118834
"301","att","gray","15","E42",-48.4277069849025,-19.0176228846936,-17.2083311534466
"301","att","gray","15","E43",-132.385776483018,49.089223063604,281.839648792992
"301","att","gray","15","E44",-127.856243406767,23.8953117140088,11.478422071314
"301","att","gray","15","E45",-102.023724252225,-26.0624191069444,39.7484033233857
"301","att","gray","15","E46",-77.0757795587277,-24.2279722926707,-37.1025849016719
"301","att","gray","15","E47",-61.3490707363697,-27.4299165836118,-12.8004207613041
"301","att","gray","15","E48",-147.073602828489,55.1905344696692,0.264506802473929
"301","att","gray","15","E49",-148.427539841507,9.81951733019121,5.86670690834292
"301","att","gray","15","E50",-87.6147402607277,-51.9804690729627,-39.8309459033025
"301","att","gray","15","E51",-64.3973497966683,-45.8325114211031,-30.8117052252862
"301","att","gray","15","E52",-49.3286473753904,-38.0293353099208,23.9174703287008
"301","att","gray","15","E53",-31.8703858461666,-30.6802729781934,15.2149380168952
"301","att","gray","15","E54",-16.3380561246601,-24.5721384105547,-37.9997745240637
"301","att","gray","15","E55",1.86009153028893e-15,-15.1888,-17.3252872764846
"301","att","gray","15","E56",-134.514184844694,-53.5568924748948,67.6089103274737
"301","att","gray","15","E57",-107.771903337525,-61.2478444600876,7.79711227062481
"301","att","gray","15","E58",-72.0824426385969,-68.7392048197634,-55.2938975708158
"301","att","gray","15","E59",-49.0164711950736,-60.6384229311954,-18.5569761562552
"301","att","gray","15","E60",-33.5739711579434,-49.4397118183913,-37.9598459101715
"301","att","gray","15","E61",-17.5616376782163,-41.0535015078989,-39.554117399452
"301","att","gray","15","E62",6.24863782796946e-15,-51.024,-3.89127238470862
"301","att","gray","15","E63",-111.844618176326,-90.215004411638,26.4742900708405
"301","att","gray","15","E64",-82.7166311762146,-89.8591836311575,-4.87053187081935
"301","att","gray","15","E65",-53.2724548220446,-83.4923179534095,-0.41831143873543
"301","att","gray","15","E66",-32.9982073155436,-70.0930032026051,-13.2585748495275
"301","att","gray","15","E67",-14.9843695227892,-59.7435310808167,-21.6450471518909
"301","att","gray","15","E68",-70.8544927411257,-119.808404222733,-25.8448916471275
"301","att","gray","15","E69",-50.7971288111611,-109.433046236237,-16.0958558213555
"301","att","gray","15","E70",-29.8089612459443,-93.6860097636664,-34.8823137884341
"301","att","gray","15","E71",-12.5941162529112,-75.6650426009803,11.9595177688008
"301","att","gray","15","E72",8.04078595384169e-15,-65.658,-26.712665531728
"301","att","gray","15","E73",-34.2137515878335,-132.964697639208,-35.6560567370713
"301","att","gray","15","E74",-15.7052501655887,-118.019611578908,-12.4695626392646
"301","att","gray","15","E75",1.18239648457677e-14,-96.55,11.7044862610993
"301","att","gray","15","E76",12.5941162529112,-75.6650426009803,-35.3798212013359
"301","att","gray","15","E77",14.9843695227892,-59.7435310808167,5.0655203061642
"301","att","gray","15","E78",17.5616376782163,-41.0535015078989,-18.1681144645017
"301","att","gray","15","E79",16.3380561246601,-24.5721384105547,-13.5020649682002
"301","att","gray","15","E80",14.2590609871468,-4.99065843399723,-33.0851974599066
"301","att","gray","15","E81",1.66253150865048e-14,-135.756,34.7639823815956
"301","att","gray","15","E82",15.7052501655887,-118.019611578908,64.6832875799929
"301","att","gray","15","E83",29.8089612459443,-93.6860097636664,17.8782487091987
"301","att","gray","15","E84",32.9982073155436,-70.0930032026051,24.8781144442604
"301","att","gray","15","E85",33.5739711579434,-49.4397118183913,-14.1813087935849
"301","att","gray","15","E86",31.8703858461666,-30.6802729781934,-26.2304882463078
"301","att","gray","15","E87",29.3939238752213,-11.4188613800894,-45.3278525431252
"301","att","gray","15","E88",34.2137515878335,-132.964697639208,16.8178813917447
"301","att","gray","15","E89",50.7971288111611,-109.433046236237,16.5938060238163
"301","att","gray","15","E90",53.2724548220446,-83.4923179534095,54.1278713827805
"301","att","gray","15","E91",49.0164711950736,-60.6384229311954,4.51041968048462
"301","att","gray","15","E92",49.3286473753904,-38.0293353099208,-39.2851311774834
"301","att","gray","15","E93",48.4277069849025,-19.0176228846936,7.55523890736878
"301","att","gray","15","E94",70.8544927411257,-119.808404222733,-15.9049102746924
"301","att","gray","15","E95",82.7166311762146,-89.8591836311575,6.23876045343334
"301","att","gray","15","E96",72.0824426385969,-68.7392048197634,-8.75549733461511
"301","att","gray","15","E97",64.3973497966683,-45.8325114211031,7.62535832648585
"301","att","gray","15","E98",61.3490707363697,-27.4299165836118,-9.37362445775
"301","att","gray","15","E99",111.844618176326,-90.215004411638,-12.4644647957512
"301","att","gray","15","E100",107.771903337525,-61.2478444600876,38.7020563706885
"301","att","gray","15","E101",87.6147402607277,-51.9804690729627,-5.41432427434023
"301","att","gray","15","E102",77.0757795587277,-24.2279722926707,9.76711846921527
"301","att","gray","15","E103",62.3658981365752,-7.23363018257962,159.864432784881
"301","att","gray","15","E104",45.139000940819,2.34746545549408,4.04222063752579
"301","att","gray","15","E105",28.5960902390953,7.43167134886356,-24.8024713983307
"301","att","gray","15","E106",9.06629877496366,11.5485593631021,42.1891338271384
"301","att","gray","15","E107",134.514184844694,-53.5568924748948,-2.24632457872244
"301","att","gray","15","E108",102.023724252225,-26.0624191069444,37.6871527342836
"301","att","gray","15","E109",82.0312253490634,0.356499272328901,1.21644037312944
"301","att","gray","15","E110",58.7070104036568,13.6367088941921,-22.185184047755
"301","att","gray","15","E111",39.6304283909149,22.4510456227002,-10.0894778287755
"301","att","gray","15","E112",18.7176485153145,25.0067456910559,-30.7261361733556
"301","att","gray","15","E113",148.427539841507,9.81951733019121,35.7715726587805
"301","att","gray","15","E114",127.856243406767,23.8953117140088,-19.8006686180763
"301","att","gray","15","E115",106.979294016482,12.6447944916077,-32.6643472404714
"301","att","gray","15","E116",73.2735964589411,31.8739532843394,12.190953628608
"301","att","gray","15","E117",50.0298983002845,37.5034658673461,52.9226371386046
"301","att","gray","15","E118",31.3121246459833,41.9182840077502,0.97857267078445
"301","att","gray","15","E119",147.073602828489,55.1905344696692,103.35791934593
"301","att","gray","15","E120",132.385776483018,49.089223063604,67.6823959752266
"301","att","gray","15","E121",111.066561880691,61.2336542760814,-13.7100195974908
